Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brazil,BRA,4.11575648758173,4.34203412773382,4.16832822196745,4.5068861822272,4.32561053706441,4.31914942775652,4.89135358685971,4.60059169424122,4.42039930378329,4.20501409570354,5.71148511675454,7.48692132808022
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Canada,CAN,1.49323608111661,1.76566446625627,1.81134574390941,1.89423151227836,1.58654807741954,1.86983594598587,1.86222589313529,1.88999463244888,1.69989157622406,1.69707935336103,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,China,CHN,9.32517694053669,9.17765379535199,9.11371387030751,8.94289396230057,8.64349139629661,8.38701488219603,8.0572875346436,7.46356501656873,7.04302025319625,7.1436902775818,7.6986425511091,7.24102165175677
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Germany,DEU,0.803696771174544,0.910022423855418,0.847918814268698,0.942643214114216,0.904547674923055,0.684691591379231,0.69843112985447,0.851748919550925,0.689090611953825,0.775812925032966,0.752445359323199,0.850725341847713
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,India,IND,17.0265090139755,17.1919735574426,16.8453770626131,17.1484235435478,16.7919345145841,16.1745081066222,16.3638005613732,16.5583314047028,16.0316306863431,16.7555683032837,18.635531272019,17.3262632465423
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Nigeria,NGA,23.8937040914541,22.2347109927204,21.8599586164672,20.7586228323417,19.9902547675923,20.6318934802764,20.9831097070839,20.8465714308196,21.2037737195858,21.906295930281,24.1433058676092,23.3570587623058
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,New Zealand,NZL,6.587915924895,6.28423893909166,5.51752042632041,7.03371664955561,4.77685746074917,4.47129317772382,5.55164392802769,5.91484955746124,5.66435142098612,5.68748512120997,5.65200811482786,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,United Kingdom,GBR,0.591485511178809,0.68182460036618,0.630033953191641,0.63311593584904,0.745157762905519,0.629464476277435,0.57330450556425,0.592419789276588,0.566929790813985,0.604508324889606,0.64377316203971,0.674772689831851
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,United States,USA,1.02943733820679,1.20055910284662,1.14932964297306,1.32108416447024,1.17206510494526,1.03393378310334,0.942644552842604,0.946868677532138,0.903900642655548,0.838812891431208,0.948847431791134,0.959566656543433
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Africa,ZAF,2.10778749314158,2.04389308620297,1.97670959546361,1.92684924597199,2.12574854869936,2.23397839045912,2.41418607394576,2.49379863849766,2.26608871786068,1.96213798857762,2.5206394472946,2.46760956334131
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Russian Federation,RUS,3.34389824902913,3.1507257212962,2.92603087775353,2.99360048776678,3.36060548804252,3.87310448732299,3.84021728459951,3.55363208990976,3.3942533806976,3.53030291392166,4.00635163401546,3.8700012438745
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brazil,BRA,6.52281617922927,3.01339627261974,1.00765403282705,2.11425645194304,-0.354514802264433,-4.35831717939337,-4.05742300240568,0.523296588574212,0.978938492697395,0.448280407148658,-3.91800417154039,4.43535281911002
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Canada,CAN,1.95004833364148,2.14153573381914,0.662000650851027,1.25361381330025,1.84102612431141,-0.089285801148975,-0.135842621321913,1.81127891680259,1.33556428524561,0.435426335836112,-6.08821204931374,4.40927515325929
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,China,CHN,10.1028326227139,8.95381604183163,7.13452377748027,7.05073413381821,6.75076031594273,6.42073647723056,6.23821544775225,6.30186310052261,6.25170055569883,5.57531686303849,1.99555804186929,8.35072971470412
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Germany,DEU,4.33960677706354,5.86963573749217,0.230160992711959,0.163870562978019,1.7843418861469,0.617105353219898,1.40810207548923,2.29720604740949,0.678212594110718,0.828957962184475,-3.77542971403229,2.58355747499036
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,India,IND,7.0131745803792,3.81807313030191,4.06082356979447,5.01461186440864,6.0861802271277,6.72106763067042,6.9809897013302,5.56833351357233,5.30240867857405,2.8118731022506,-6.72629208017965,8.18436771562176
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nigeria,NGA,5.08187485400296,2.43700723737315,1.40350877872635,3.83236618046688,3.55216229938173,0.0769616167127936,-4.05270636263391,-1.70987309182161,-0.590389271670531,-0.263456378233769,-4.16205929039309,1.18282822285458
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,New Zealand,NZL,0.344965996793078,1.44512484837549,1.71388353634956,1.97835442716993,2.1007679215578,1.64567824975315,1.49632454697158,1.38450151633268,1.68730805478904,0.828804838155989,-2.82032250102206,4.73165407278768
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,United Kingdom,GBR,1.63027404455211,0.280839242919754,0.745478657756621,1.14021296406929,2.44246580096015,1.58497938949145,1.39384882462006,1.74995379706114,1.09062395623573,1.0327408419658,-11.3556760569182,7.68565664671709
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,United States,USA,1.86029167805893,0.814519357932042,1.53310203539129,1.13869234666606,1.54038064866397,1.95300411790625,0.933375361665711,1.59713559028371,2.40486787201,1.82966838809384,-3.70095252825833,5.77954841835778
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,South Africa,ZAF,1.81773569736623,1.87331822630892,1.04422917046858,1.09946173503064,-0.172220609328434,-0.75792811406113,-0.309171167254917,0.766941613003056,0.285735634105151,-0.987175236408163,-7.48109276223047,3.87031528861255
